# VULCAN N-C-H-O network for reducing atmospheres
#########################################################################################################################################################
# log history
# 7.2024 update CH2OH+M=H+H2CO+M and CH3O+M=H+H2CO+M (See Appendix B in Tsai+2024b)
# 2024: remove H2S + M -> S + H2 + M, which overest. the recombination rate   
# 2023
# Compared to SNCHO_photo_network, the rate consts of H + SH + M -> H2S + M and H + CS + M -> HCS + M  are updated, and H2S + M -> S + H2 + M is added
##########################################################################################################################################################
# 4.2022 changed the rate of S + S4 -> S2 + S3
# 1.2021 added CH3SH and CH3S back
# 11.2020 added S2O (no Gibbs data of (SO)2)
# 10.2020 removed CH3S 
# replaced several high-barrier reactions with the reverses (exothermic) and removed some insensitive ones
# 10.2020 included C6H6 pathways with C4H3 and C4H5
# 10.2020 replaced H2O + H with OH + H2 (faster for water recycling at T < 250K)
# 10.2020 added HSO3 and HSO4 and SO3 forming reactions (then removed)
# 8.2020 added CH3SH and found not sensitive
# 8.2020 Check the reverse reaction of disscoiation reactions
# 8.2020 updated from NCHO -- adding HO2,H2O2,H3CN,C2H3CN
# 8.2020 removed CN + M -> C + N + M and CN + C2H2 -> C2H + HCN  and CN + C2H4 -> C2H3 + HCN
# Replace 565	[ SH + SH -> H2 + S2                 ]  1.00E-13     0.000       0.0       Jim with Zahnle's
# Replace 775	[ S + S2 + M -> S3 + M               ]  1.65E-33     0.000    -143.6     1.38E-14     0.000     -450.2       Du_et_al.2011	 
# removed H2S2 (no NASA9)
# 617	[ HS2 + H2 -> H2S2 + H               ]  1.00E-11     0.000   14500.0       Jim
# 621	[ HS2 + H2S -> H2S2 + SH             ]  1.00E-11     0.000    7800.0       Jim
# 609	[ SH + H2S -> H2S2 + H               ]  1.00E-11     0.000   13700.0       Jim
# 611	[ SH + H2S2 -> H2S + HS2             ]  1.00E-11     0.000       0.0       Jim
# 615	[ H2S2 + OH -> H2O + HS2             ]  1.00E-10     0.000       0.0       Jim
# 763	[ SH + SH + M -> H2S2 + M            ]   2.40E-29   -0.76       0.0         2006CER/KRO437-455       	
# 9.2019 updated and added a few CH2_1 and O_1 reactions; removing CH3NH (only CH2NH, CH2NH2, CH3NH2 are important (Tsai2018))
# v813: Add CH3HN2, CH3HN, CH2NH2, and CH2NH; v814 reduced from v813 and reromved a few reactions involving CH2NH
# v827: removed N_D (N2D) because I don't have its nasa9 gibbs energy (only nasa7 in venot's thesis)
# v925: removed O + C2H3 -> HCO + CH2 and O + C2H4 -> H2CO + CH2; corrected a typo in NH + NO -> N2O + H
# v518: added NH2 + NH3 -> N2H3 + H2; NH2 + NH2 + M -> N2H4 + M; NH3 -> NH + H + H (2nd branch)
# v618: added  CH + H2O -> H2CO + H; OH photo; CH3CHO; add HCCO + H2 -> H2CCO + H and OH + C2H2 -> H2CCO + H
# v018: added HNO (HNO <-> NOx) and HNO2
# v118: added the photodisociation of NO and NO2
# v218: added more HNO <-> NOx reactions (so far v118 is the best)
# v0718: Higher rate of CH + CH2 from Moses; updated C + C + M -> C2 + M and reverse NH + M -> N + H 
##########################################################################################################################################################
# In Temp, KIDA means the values are close to those on KIDA
# in the form of k = A T^B exp(-C/T)
# Two-body Reactions
# id	Reactions                           	A       	B       	C      Ref 			             Temp  

1    [ OH + H2 -> H2O + H                 ]  3.57E-16     1.520    1740.0      1992OLD/LOG8426-8430      250-2580
911  [ CH2OH + H + M -> CH3OH + M         ]  1.20E-16    -4.650    2557.1      2.30E-10     0.040       0.0                             ??, 300-2500
913  [ OH + C2H2 + M -> CH3CO + M         ]  4.99E-25    -2.000       0.0      1.06E-07    -1.900       0.0                             298-1100, ??
915  [ CO + CH3 + M -> CH3CO + M          ]  3.95E-10    -7.500    5490.0      5.14E-19     2.200    3033.0                             300-1700, 300-2500
917  [ HCO + H + M -> H2CO + M            ]  7.33E-24    -2.570     215.0      7.77E-14     0.000   -2280.0                             1560-2270, 1500-1900
919  [ CO + H2 + M -> H2CO + M            ]  2.80E-20    -3.420   42445.0      7.14E-17     1.500   40055.0                               ??, ??
921  [ H + NH2 + M -> NH3 + M             ]  5.38E-25    -2.000       0.0      2.66E-11     0.000       0.0       Pagsberg et al. (1979)/Pagsberg et al. (1979)                349, ??
923  [ H + CN + M -> HCN + M              ]  2.39E-24    -2.200     567.0      2.99E-09    -0.500       0.0       1992TSA753-791 / 1992TSA753-791                              500-2500, 500-2500
925  [ H2 + N + M -> NH2 + M              ]  1.00E-36     0.000       0.0      1.94E-20     0.000       0.0       1981PET/SAP771 / 1994ALE/BAS90-93                            298, 298
927  [ N + N + M -> N2 + M                ]  1.38E-33     0.000    -503.0      5.00E-16     0.000       0.0       1967CLY/STE3071-3073 / 1977TAK/MIY1627-1628	              90.00-6400, 298
929  [ HCN + H + M -> H2CN + M            ]  4.40E-24    -2.730    3860.0      5.50E-11     0.000    2440.0       1991TSA/HER609-663 / 1991TSA/HER609-663                      300-2500, 300-2500
931  [ NH2 + NH2 + M -> N2H4 + M          ]  4.48E-14    -5.490    1000.0      9.12E-10    -0.410      33.0       2009KLI/HAR10241-10259 / 2009KLI/HAR10241-10259              300-2500, 200-2500
933  [ NO + O + M -> NO2 + M              ]  1.30E-23    -2.870     781.0      5.45E-12     0.300       0.0       1991TSA/HER609-663 / 1997ATK/BAU1329-1499	                  200-2500, 200-2500
935  [ NH2 + CH3 + M -> CH3NH2 + M        ]  6.03E-18    -3.850       0.0      1.19E-11     0.420       0.0       1995JOD/RAT63-71 / 	1995JOD/RAT63-71 (Moses devided by 3) 200-400, 200-400
937  [ H + NO + M -> HNO + M              ]  2.47E-28    -1.320     370.0      2.52E-09    -0.410       0.0       1991TSA/HER609-663 / 	1991TSA/HER609-663    230-4200 / 230-4200                         
939  [ NO + OH + M -> HNO2 + M            ]  1.40E-24    -2.51      -34.0      3.31E-12    -0.050     363.0       1991TSA/HER609-663 / 1991TSA/HER609-663                      200-2500 / 200-2500
941  [ C + C + M -> C2 + M                ]  4.87E-27	-1.600  	 0.0      2.16E-11     0           0          50-200 / 50-200  KIDA /KIDA    
943  [ HO2 + HO2 + M -> H2O2 + O2 + M     ]  1.90E-33     0.       -980.0      3.01E-12     0.          0.0       1997ATK/BAU1329-1499 / 1986TSA/HAM1087                       200-300 / 300-2500 
945  [ OH + OH + M -> H2O2 + M            ]  1.60E-23    -3.000       0.0      1.51E-11    -0.370       0.0       1986TSA/HAM1087 / 	1992BAU/COB411-429                        500-2500 / 200-1500 
947  [ H + O2 + M -> HO2 + M              ]  2.17E-29    -1.100       0.0      1.46E-13     1.        224.0       2012TUR/NAG284-302 / 1996DUC/PET10367-10379                  300-1850 / 298-6000          
949  [ CH2CN + H + M -> CH3CN + M         ]  1.00E-10     0.          0.0      1.00E-29     0.          0.0       Moses2016
951  [ C3H2 + H + M -> C3H3 + M           ]  4.00E-19    -3.000     600.0      1.26E-10     0.102     -43.70      Moses2016 / 2007HAR/KLI3789-3801                             200-? / 200-2000 
953  [ C3H3 + C3H3 + M -> C6H6 + M        ]  2.81E-21    -2.000       0.0      4.40E-11     0.000       0.0       Moses2016 / Atkinson&Hudgens1999 
955  [ C3H3 + H + M -> C3H4 + M           ]  1.60E-20    -3.300       0.0      3.33E-11     0.210     -87.10      Moses2011 / 2007HAR/KLI3789-3801                             Est / 200-2000     
957  [ CH2 + C2H2 + M -> C3H4 + M         ]  3.09E-15    -3.210     162.0      1.07E-16     1.480    -831.0       1983LAU/GAR560 / 2013POL/KLI12677-12692                      300-1000 / 200-2000
959  [ C6H5 + H + M -> C6H6 + M           ]  1.30E-29     0.000     380.0      6.94E-11     0.150       0.0       Est.fromH+C2H4 / 2005HAR/GEO4646-4656                        Est / 200-2000    
961  [ C4H2 + H + M -> C4H3 + M           ]  6.16E-03    -8.900    1261.0      7.08E-14     1.16      882.0       2005KLI/MIL4285-4295 / 2005KLI/MIL4285-4295                  250-2500 / 250-2500
963  [ C2H2 + C4H3 + M -> C6H5 + M        ]  3.00E-23    -1.000       0.0      1.16E-09    -0.860    3210.0       Est.Moses16 / 1989WES/DEA8171-8180                           Est / 400-1600
965  [ C2H2 + C2H3 + M -> C4H5 + M        ]  8.20E-30     0.000     352.0      4.16E-19     1.900    1060.0       Moses16(H+C2H2) / 1988WEI/BEN4080 
967  [ N2H2 + M -> N2H + H + M            ]	 1.05E-07     0.000   50056.5      2.16E20     -9.220   38800.0       Bolshova2014 / Dean&Bozzelli(2000)
969  [ H + SH + M -> H2S + M              ]  2.30E-26    -2.000       0.0      4.26E-11     0.230     -57.5       from OH+H+M->H2O+M(Baulch1992_Ar)
971  [ H + CS + M -> HCS + M              ]  2.30E-26    -2.000       0.0      4.26E-11     0.230     -57.5       from OH+H+M->H2O+M(Baulch1992_Ar)
973  [ O + SO + M -> SO2 + M              ]  1.13E-25    -2.170       0.0      5.31E-11     0.000       0.0       2003LU/WU11020-11029 / 1988SIN/CVE1377                       298-3000 / 298  
975  [ S + S + M -> S2 + M                ]  1.98E-33	 0.000    -206.0      2.26E-14     0.000    -415.0       2008DU/FRA204306 / 2008DU/FRA204306                          100-500 / 100-500
977  [ S + S2 + M -> S3 + M               ]  1.65E-33     0.000    -143.6      1.38E-14     0.000     -450.2      Du_et_al.2011
979  [ S + S3 + M -> S4 + M               ]  8.88E-26    -2.000       0.0      5.00E-11     0.000       0.0       Zahnle2016	
981  [ S2 + S2 + M -> S4 + M              ]  4.00E-31    0.000     -900.0      3.00E-10     0.000       0.0       Moses2002/Zahnle2016	
983  [ S4 + S4 + M -> S8 + M              ]  4.00E-31    0.000     -900.0      3.00E-10     0.000       0.0       Moses2002/Zahnle2016	
985  [ CH + M -> C + H + M                ]  3.16E-10     0.000   33700.0      1.00E-12     0.000       0.0                                                                    2500-3800, ??
987  [ C2H4 + M -> C2H2 + H2 + M          ]  5.80E-08     0.000   36000.0      7.95E+12     0.440   44700.0                             ??, 1200-2500
989  [ C2H6 + M -> C2H4 + H2 + M          ]  3.80E-07     0.000   34000.0      1.32E+15     0.000   36800.0                             1800-2500, 873-973
991  [ CH2OH + M -> H + H2CO + M          ]  7.48E+01    -2.50    1.72E04      4.53E+34    -7.11    2.22E04        1987TSA471/Xu2015    300-2500/500-3000
993  [ N2H3 + M -> N2H2 + H + M           ]  3.49E+38   -13.130   36825.4      7.95E+13     0.000   27463.0       From Moses / Hwang and Mebel (2003)                          ??, ??
995  [ HNCO + M -> CO + NH + M            ]  3.60E+04    -3.100   51300.0      6.00E+13     0.000   50200.0       1992TSA753-791 / 1992TSA753-791                              500-2500, 500-2500
997  [ N2O + M  -> N2 + O + M             ]  6.64E-10     0.000   28200.0      1.30E+11     0.000   30000.0       1992JOH/GLA917-923 / 1991TSA/HER609-663                      1000-3000, 700-2500
999  [ N2H + M -> N2 + H + M              ]  2.15E-10    -0.110    2510.0      1.30E+15    -0.530    3404.0       1995BOZ/DEA1097-1109 / 2005CAR/ROD2356-2363                  1000-2000, 500-3000
1001 [ S + CS + M -> CS2 + M              ]  1.71E-24    -2.420       0.0      3.17E+02    -4.300       0.0       2015GLA/MAR7277-7281 / 2015GLA/MAR7277-7281                  300-2800 / 1900-2800 
1003 [ CH3 + SH + M -> CH3SH + M          ]  3.69E-29     0.0     -1280.0      1.21E-11     0.230     -70.0       Est. from CH3OH(1994HUM/OSE721-731) / Van de Vijver2015      TODO : Check the sensitivity


# 3-body reactions without high-pressure rates
# id	# Reactions                         	A_0     	B_0     	C_0        	Ref 		  	    Temp												

1005 [ O + C + M -> CO + M                ]   9.10E-22	-3.100  	2114.0
1007 [ O + O + M -> O2 + M                ]	  5.21E-35	 0.		   -900.		1986TSA/HAM1087
1009 [ O + N + M -> NO + M                ]	  5.46E-33	 0.	 	 	-155.		1973CAM/GRA607
1011 [ H + S2 + M -> HS2 + M              ]	  3.17e-23	-2.84       838.		2002SEN/JAZ2439-2446    873-1423
1013 [ HNCO + M -> H + NCO                ]   1.66E-07    0.        56400.0        1990WU/WAN3344        2120-2570
1015 [ NH + M -> H + N + M                ]	  2.99E-10	 0.	 	 	3.76E04		1998DEP/FRI1474-1485    2500-3400
1017 [ O + S + M -> SO + M                ]   1.50E-34	 0.0        -900.0      Meller(1979)(Moses2002) 
1019 [ N_2D + M -> N + M                  ]   1.70e-14    0.0        0.0        1999HER1453-1483         200-300
1021 [ C2H + M -> C2 + H + M              ]   2.92E+11	-5.160  	57400.0 
1023 [ S + CO + M -> COS + M              ]   4.47E-34    0.00      1510.0      Tsai2020(reverse_of_COS+MandC_0_from_H2O_recombination) 
1025 [ HSO + M -> SO + H + M              ]   1.40E-08    0.000     29500.       1994TSU/YOK8419-8423    1100-2000	
	  				
# special cases
# id	# Reactions 
1029 [  OH + CH3 + M -> CH3OH + M         ]    

# reverse stops
# condensation
1031 [  S8 -> S8_l_s                      ] 

# photo disscoiation (no reversals!) 		            # use sp to link br_index to RXXX
# id	# Reactions                                     sp		br_index #(starting from 1)			
1033 [ H2O -> H + OH                      ]       		H2O		1			 
1035 [ H2O -> H2 + O_1                    ]             H2O		2	
1037 [ H2O -> H + H + O                   ]             H2O		3      
1039 [ CH4 -> CH3 + H                     ]       		CH4		1     
1041 [ CH4 -> CH2_1 + H2                  ]             CH4		2	
1043 [ CH4 -> CH2_1 + H + H               ]             CH4		3  
1045 [ CH4 -> CH + H2 + H                 ] 			CH4		4
1047 [ CH3 -> CH + H2                     ] 			CH3		1
1049 [ CH3 -> CH2_1 + H                   ]             CH3		2
1051 [ CO -> C + O                        ]				CO		1
1053 [ H2 -> H + H                        ] 			H2		1
1055 [ C2H2 -> C2H + H                    ]				C2H2	1
1057 [ CO2 -> CO + O                      ]				CO2		1
1059 [ CO2 -> CO + O_1                    ]             CO2     2
1061 [ C2H4 -> C2H2 + H2	              ]				C2H4	1
1063 [ C2H4 -> C2H2 + H + H	              ]				C2H4	2
1065 [ C2H4 -> C2H3 + H		              ]				C2H4	3
1067 [ C2H6 -> C2H4 + H2                  ]				C2H6	1
1069 [ C2H6 -> C2H4 + H + H               ]				C2H6	2
1071 [ C2H6 -> C2H2 + H2 + H2             ]				C2H6	3
1073 [ C2H6 -> CH4 + CH2_1                ]				C2H6	4
1075 [ C2H6 -> CH3 + CH3                  ]             C2H6	5
1077 [ OH -> H + O                        ]             OH      1
1079 [ HCO -> H + CO                      ]             HCO     1
1081 [ H2CO -> H2 + CO                    ]             H2CO    1
1083 [ H2CO -> H + HCO                    ]             H2CO    2
1085 [ CH3OH -> CH3 + OH                  ]             CH3OH   1 
1087 [ CH3OH -> H2CO + H2                 ]             CH3OH   2
1089 [ CH3OH -> CH3O + H                  ]             CH3OH   3
1091 [ CH3CHO -> CH4 + CO                 ]             CH3CHO  1
1093 [ CH3CHO -> CH3 + HCO                ]             CH3CHO  2
1095 [ N2 -> N + N			              ]				N2		1
1097 [ NH3 -> NH2 + H		              ]				NH3		1
1099 [ NH3 -> NH + H + H	              ]			    NH3		2
1101 [ HCN -> H + CN		              ]             HCN		1
1103 [ NO  -> N + O                       ]             NO      1
1105 [ NO2 -> NO + O                      ]             NO2     1
1107 [ N2H4 -> N2H3 + H                   ]             N2H4    1
1109 [ HNCO -> NH + CO                    ]             HNCO    1
1111 [ HNCO -> H + NCO                    ]             HNCO    2
1113 [ HNO2 -> NO + OH                    ]             HNO2    1
1115 [ HO2 -> O + OH                      ]             HO2     1  
1117 [ SO -> S + O                        ]             SO      1
1119 [ SO2 -> SO + O                      ]             SO2     1
1121 [ SO2 -> S + O2                      ]             SO2     2
1123 [ SH -> H + S                        ]             SH      1
1125 [ H2S -> SH + H                      ]             H2S     1
1127 [ S2 -> S + S                        ]             S2      1
1129 [ COS -> CO + S                      ]             COS     1
1131 [ CS -> C + S                        ]             CS      1 
1133 [ CS2 -> CS + S                      ]             CS2     1
1135 [ O2 -> O + O                        ]             O2      1					
1137 [ O2 -> O + O_1                      ]             O2      2
1139 [ C4H2 -> C2H2 + C2                  ]             C4H2    1
1141 [ CH2 -> CH + H                      ]             CH2     1
1143 [ C6H6 -> C6H5 + H                   ]             C6H6    1
1145 [ C6H6 -> C3H3 + C3H3                ]             C6H6    2
1147 [ CH3SH -> CH3S + H                  ]             CH3SH   1
1149 [ CH3SH -> CH3 + SH                  ]             CH3SH   2
1151 [ S4 -> S2 + S2                      ]             S4      1
