### VULCAN S-N-C-H-O full network ###
### including most of the oxidizing mechanisms, suitable for an Earth-like atmosphere
### Developement log ###
# 7.2024 update CH2OH+M=H+H2CO+M and CH3O+M=H+H2CO+M (See Appendix B in Tsai+2024b)
# 3.2021 Include NO2 -> NO + O_1 needs to be included for O2-rich atm
# 1.2021 NH + NO2 not included, which are in Hu 2012
# TODO : Add S2O and S2O2 for Venus
# 8.2020  No nasa9 data for SNO: S + NO + M -> SNO + M and H2S2
# e.g.
# 617	[ HS2 + H2 -> H2S2 + H               ]  1.00E-11     0.000   14500.0       Jim
# 621	[ HS2 + H2S -> H2S2 + SH             ]  1.00E-11     0.000    7800.0       Jim
# 609	[ SH + H2S -> H2S2 + H               ]  1.00E-11     0.000   13700.0       Jim
# 611	[ SH + H2S2 -> H2S + HS2             ]  1.00E-11     0.000       0.0       Jim
# 615	[ H2S2 + OH -> H2O + HS2             ]  1.00E-10     0.000       0.0       Jim
# 763	[ SH + SH + M -> H2S2 + M            ]   2.40E-29   -0.76       0.0         2006CER/KRO437-455       	
# 9.2019 updated and added a few CH2_1 and O_1 reactions; removing CH3NH (only CH2NH, CH2NH2, CH3NH2 are important (Tsai2018))
# v813: Add CH3HN2, CH3HN, CH2NH2, and CH2NH; v814 reduced from v813 and reromved a few reactions involving CH2NH
# v827: removed N_D (N2D) because I don't have its nasa9 gibbs energy (only nasa7 in venot's thesis)
# v925: removed O + C2H3 -> HCO + CH2 and O + C2H4 -> H2CO + CH2; corrected a typo in NH + NO -> N2O + H
# v518: added NH2 + NH3 -> N2H3 + H2; NH2 + NH2 + M -> N2H4 + M; NH3 -> NH + H + H (2nd branch)
# v618: added  CH + H2O -> H2CO + H; OH photo; CH3CHO; add HCCO + H2 -> H2CCO + H and OH + C2H2 -> H2CCO + H
# v018: added HNO (HNO <-> NOx) and HNO2
# v118: added the photodisociation of NO and NO2
# v218: added more HNO <-> NOx reactions (so far v118 is the best)
# v0718: Higher rate of CH + CH2 from Moses; updated C + C + M -> C2 + M and reverse NH + M -> N + H 
##########################################################################################################################################################
##########################################################################################################################################################
# In Temp, KIDA means the values are close to those on KIDA
# in the form of k = A T^B exp(-C/T)
# Two-body Reactions
# id	Reactions                           	A       	B       	C      Ref 			             Temp  

1    [ OH + H2 -> H2O + H                 ]  3.57E-16     1.520    1740.0      1992OLD/LOG8426-8430      250-2580
971  [ N_2D + HCN -> N2 + CH              ]  6.80E-11     0.000       0.0       Pearce2020 
973  [ He -> He                           ]  0.00E+00     0.000       0.0

# 3-body and Disscoiation Reactions
# id	# Reactions                         	A_0     	B_0     	C_0     	A_inf   	B_inf   	C_inf		Ref 		  	Temp

975  [ H + H + M -> H2 + M                ]  2.70E-31    -0.600       0.0      3.31E-06    -1.000       0.0                             100-5000, ??
977  [ H + O + M -> OH + M                ]  1.30E-29    -1.000       0.0      1.00E-11     0.000       0.0                             300-2500, ??
979  [ OH + H + M -> H2O + M              ]  3.89E-25    -2.000       0.0      4.26E-11     0.230     -57.5                             300-3000, 300-3000
981  [ H + CH + M -> CH2 + M              ]  2.76E-29    -1.000       0.0      1.00E-12     0.000       0.0                               ??, ??
983  [ H + CH3 + M -> CH4 + M             ]  1.76E-24    -1.800       0.0      2.06E-10    -0.400       0.0                             300-1000, 300-2500
985  [ H + C2H2 + M -> C2H3 + M           ]  1.05E-07    -7.270    3630.0      9.13E-12     0.000    1220.0                             700-2500, 300-2000
987  [ H + C2H3 + M -> C2H4 + M           ]  2.30E-24    -1.000       0.0      6.46E-11     0.200       0.0        Moses2005, 2005HAR/GEO4646-4656  
989  [ H + C2H4 + M -> C2H5 + M           ]  1.30E-29     0.000     380.0      1.27E-15     1.490     499.0        1994BAU/COB847-1033  300-800, 300-2500
991  [ H + C2H5 + M -> C2H6 + M           ]  4.00E-19    -3.000     600.0      9.04E-11     0.160       0.0                             ??, 200-2000
993  [ H2 + C + M -> CH2 + M              ]  6.89E-32     0.000       0.0      2.06E-11     0.000      57.0                             ??, 300-2000
995  [ CH + M -> C + H + M                ]  3.16E-10     0.000   33700.0      1.00E-12     0.000       0.0                             2500-3800, ??
997  [ CH2 + H + M ->  CH3 + M            ]  9.00E-32     0.000    -550.0      8.55E-12     0.150       0.0                               ??, ??
999  [ CH + H2 + M -> CH3 + M             ]  3.40E-31     0.000    -736.0      7.30E-11     0.000       0.0                               ??, ??
1001 [ CH3 + CH3 + M -> C2H6 + M          ]  3.50E-07    -7.000    1390.0      1.58E-09    -0.540      68.6                             300-2000, 200-2000
1003 [ C2H + H + M -> C2H2 + M            ]  1.26E-18    -3.100     721.0      3.00E-10     0.000       0.0                             ??, 300-2500
1005 [ C2H4 + M -> C2H2 + H2 + M          ]  5.80E-08     0.000   36000.0      7.95E+12     0.440   44700.0                             ??, 1200-2500
1007 [ C2H6 + M -> C2H4 + H2 + M          ]  3.80E-07     0.000   34000.0      1.32E+15     0.000   36800.0                             1800-2500, 873-973
1009 [ CO + O + M -> CO2 + M              ]  1.70E-33     0.000    1510.0      2.66E-14     0.000    1459.0                             300-2500, ??
1011 [ CH2OH + M -> H + H2CO + M          ]  7.48E+01    -2.50    1.72E04      4.53E+34    -7.11    2.22E04        1987TSA471/Xu2015    300-2500/500-3000
1013 [ H + CO + M -> HCO + M              ]  5.29E-34     0.000     370.0      1.96E-13     0.000    1369.0                             300-2500, ??
1015 [ H2O + CH + M -> CH2OH + M          ]  1.00E-31     0.000       0.0      9.48E-12     0.000    -380.0                             ??, 298-669
1017 [ CH3O + M -> H + H2CO + M           ]  6.51E+13    -6.65    1.67E04      3.17E+24    -4.250   13100.0      	1986TSA/Xu2015     700-2500, 300-3000
1019 [ CH2OH + H + M -> CH3OH + M         ]  1.20E-16    -4.650    2557.1      2.30E-10     0.040       0.0                             ??, 300-2500
1021 [ OH + C2H2 + M -> CH3CO + M         ]  4.99E-25    -2.000       0.0      1.06E-07    -1.900       0.0                             298-1100, ??
1023 [ CO + CH3 + M -> CH3CO + M          ]  3.95E-10    -7.500    5490.0      5.14E-19     2.200    3033.0                             300-1700, 300-2500
1025 [ HCO + H + M -> H2CO + M            ]  7.33E-24    -2.570     215.0      7.77E-14     0.000   -2280.0                             1560-2270, 1500-1900
1027 [ CO + H2 + M -> H2CO + M            ]  2.80E-20    -3.420   42445.0      7.14E-17     1.500   40055.0                               ??, ??
1029 [ H + NH2 + M -> NH3 + M             ]  5.38E-25    -2.000       0.0      2.66E-11     0.000       0.0       Pagsberg et al. (1979)/Pagsberg et al. (1979)                349, ??
1031 [ H + CN + M -> HCN + M              ]  2.39E-24    -2.200     567.0      2.99E-09    -0.500       0.0       1992TSA753-791 / 1992TSA753-791                              500-2500, 500-2500
1033 [ H2 + N + M -> NH2 + M              ]  1.00E-36     0.000       0.0      1.94E-20     0.000       0.0       1981PET/SAP771 / 1994ALE/BAS90-93                            298, 298
1035 [ N + N + M -> N2 + M                ]  1.38E-33     0.000    -503.0      5.00E-16     0.000       0.0       1967CLY/STE3071-3073 / 1977TAK/MIY1627-1628	              90.00-6400, 298
1037 [ N2H3 + M -> N2H2 + H + M           ]  3.49E+38   -13.130   36825.4      7.95E+13     0.000   27463.0       From Moses / Hwang and Mebel (2003)                          ??, ??
1039 [ HCN + H + M -> H2CN + M            ]  4.40E-24    -2.730    3860.0      5.50E-11     0.000    2440.0       1991TSA/HER609-663 / 1991TSA/HER609-663                      300-2500, 300-2500
1041 [ HNCO + M -> CO + NH + M            ]  3.60E+04    -3.100   51300.0      6.00E+13     0.000   50200.0       1992TSA753-791 / 1992TSA753-791                              500-2500, 500-2500
1043 [ NH2 + NH2 + M -> N2H4 + M          ]  4.48E-14    -5.490    1000.0      9.12E-10    -0.410      33.0       2009KLI/HAR10241-10259 / 2009KLI/HAR10241-10259              300-2500, 200-2500
1045 [ NO + O + M -> NO2 + M              ]  1.30E-23    -2.870     781.0      5.45E-12     0.300       0.0       1991TSA/HER609-663 / 1997ATK/BAU1329-1499	                  200-2500, 200-2500
1047 [ N2O + M  -> N2 + O + M             ]  6.64E-10     0.000   28200.0      1.30E+11     0.000   30000.0       1992JOH/GLA917-923 / 1991TSA/HER609-663                      1000-3000, 700-2500
1049 [ N2H + M -> N2 + H + M              ]  2.15E-10    -0.110    2510.0      1.30E+15    -0.530    3404.0       1995BOZ/DEA1097-1109 / 2005CAR/ROD2356-2363                  1000-2000, 500-3000
1051 [ NH2 + CH3 + M -> CH3NH2 + M        ]  6.03E-18    -3.850       0.0      1.19E-11     0.420       0.0       1995JOD/RAT63-71 / 	1995JOD/RAT63-71 (Moses devided by 3) 200-400, 200-400
1053 [ NO + OH + M -> HNO2 + M            ]  1.40E-24    -2.51      -34.0      3.31E-12    -0.050     363.0       1991TSA/HER609-663 / 1991TSA/HER609-663                      200-2500 / 200-2500
1055 [ C + C + M -> C2 + M                ]  4.87E-27	-1.600  	 0.0      2.16E-11     0           0         50-200 / 50-200  KIDA /KIDA    
1057 [ H + SH + M -> H2S + M              ]  2.30E-26    -2.000       0.0      4.26E-11     0.230     -57.5       from OH+H+M->H2O+M(Baulch1992_Ar)
1059 [ O + SO + M -> SO2 + M              ]  1.13E-25    -2.170       0.0      5.31E-11     0.000       0.0       2003LU/WU11020-11029 / 1988SIN/CVE1377                       298-3000 / 298  
1061 [ S + S + M -> S2 + M                ]  1.98E-33	 0.000    -206.0      2.26E-14     0.000    -415.0       2008DU/FRA204306 / 2008DU/FRA204306                          100-500 / 100-500
1063 [ S + S2 + M -> S3 + M               ]  1.65E-33     0.000    -143.6      1.38E-14     0.000     -450.2       Du_et_al.2011
1065 [ S + S3 + M -> S4 + M               ]  8.88E-26    -2.000       0.0      5.00E-11     0.000       0.0       Zahnle2016	
1067 [ S2 + S2 + M -> S4 + M              ]  4.00E-31    0.000     -900.0      3.00E-10     0.000       0.0       Moses2002/Zahnle2016	
1069 [ S4 + S4 + M -> S8 + M              ]  4.00E-31    0.000     -900.0      3.00E-10     0.000       0.0       Moses2002/Zahnle2016	
1071 [ NO2 + O + M -> NO3 + M             ]  4.12E-20    -4.080    1240.0      2.19E-11     0.000       0.0       1991TSA/HER / 1991TSA/HER                              200-2500, 200-400  
1073 [ O + O2 + M -> O3 + M               ]  5.09E-27    -2.800       0.0      2.81E-12     0.          0.        1997ATK/BAU1329-1499 / 1989ATK/BAU881-1097                  200-300, 200-300
1075 [ H + O2 + M -> HO2 + M              ]  2.17E-29    -1.100       0.0      7.51E-11     0.          0.        2012TUR/NAG284-302 / 1997ATK/BAU1329-1499                   300-1850, 200-400                                      
1077 [ HO2 + HO2 + M -> H2O2 + O2 + M     ]  1.90E-33     0.       -980.0      2.20E-13     0.       -600.        1997ATK/BAU1329-1499 / 2004ATK/BAU1461-1738                 200-300, 230-420
1079 [ NO2 + OH + M -> HNO3 + M           ]  4.49E-19   -4.5         0.0      2.70E-11     0.          0.         2012TRO6387-6393 / 2012TRO6387-6393                         300-430, 220-430
1081 [ NO2 + NO3 + M -> N2O5 + M          ]  1.28E-21   -3.50         0.0      6.43E-13     0.2         0.        1997ATK/BAU1329-1499 / 1997ATK/BAU1329-1499                 200-400, 200-500          
1083 [ CH3 + O2 + M -> CH3O2 + M          ]  4.49E-31    -3.000       0.       1.21E-12     1.20        0.        1997DEM/SAN1-266 / 1992BAU/COB411-429                       200-300 / 300-800 
1085 [ SO2 + OH + M -> HSO3 + M           ]  5.85E-23    -3.300       0.0      7.07E-11    -0.700       0.0       1997ATK/BAU1329-1499  
1087 [ O + SO2 + M -> SO3 + M             ]  4.00E-32     0.000    1000.0      6.10E-13     0.000     850.0       1997ATK/BAU1329-1499 / 2005NAI/GOU1219-1225                   200-400 / 290-840     
1089 [ OH + OH + M -> H2O2 + M            ]  7.97E-31    -0.760       0.0      1.51E-11    -0.370       0.0       1992BAU/COB411-429 / 1992BAU/COB411-429                        250-1400 /200-1400
1091 [ H + CS + M -> HCS + M              ]  6.03E-18    -3.850       0.0      1.19E-11     0.420       0.0
1093 [ H + NO + M -> HNO + M              ]  2.47E-28    -1.320     370.0      2.52E-09    -0.410       0.0       1991TSA/HER609-663 / 	1991TSA/HER609-663    230-4200 / 230-4200                         
1095 [ CH3 + SH + M -> CH3SH + M          ]  3.69E-29     0.0     -1280.0      1.21E-11     0.230     -70.0       Est. from CH3OH(1994HUM/OSE721-731) / Van de Vijver2015      TODO : Check the sensitivity
1097 [ CH2CN + H + M -> CH3CN + M         ]  1.00E-10     0.          0.0      1.00E-29     0.          0.0       Moses2016
1099 [ C3H2 + H + M -> C3H3 + M           ]  4.00E-19    -3.000     600.0      1.26E-10     0.102     -43.70      Moses2016 / 2007HAR/KLI3789-3801                             200-? / 200-2000 
1101 [ C3H3 + C3H3 + M -> C6H6 + M        ]  2.81E-21    -2.000       0.0      4.40E-11     0.000       0.0       Moses2016 / Atkinson&Hudgens1999 
1103 [ C3H3 + H + M -> C3H4 + M           ]  1.60E-20    -3.300       0.0      3.33E-11     0.210     -87.10      Moses2011 / 2007HAR/KLI3789-3801                             Est / 200-2000     
1105 [ CH2 + C2H2 + M -> C3H4 + M         ]  3.09E-15    -3.210     162.0      1.07E-16     1.480    -831.0       1983LAU/GAR560 / 2013POL/KLI12677-12692                      300-1000 / 200-2000
1107 [ C6H5 + H + M -> C6H6 + M           ]  1.30E-29     0.000     380.0      6.94E-11     0.150       0.0       Est.fromH+C2H4 / 2005HAR/GEO4646-4656                        Est / 200-2000    
1109 [ C4H2 + H + M -> C4H3 + M           ]  6.16E-03    -8.900    1261.0      7.08E-14     1.16      882.0       2005KLI/MIL4285-4295 / 2005KLI/MIL4285-4295                  250-2500 / 250-2500
1111 [ C2H2 + C4H3 + M -> C6H5 + M        ]  3.00E-23    -1.000       0.0      1.16E-09    -0.860    3210.0       Est.Moses16 / 1989WES/DEA8171-8180                           Est / 400-1600
1113 [ C2H2 + C2H3 + M -> C4H5 + M        ]  8.20E-30     0.000     352.0      4.16E-19     1.900    1060.0       Moses16(H+C2H2) / 1988WEI/BEN4080 
1115 [ S + CS + M -> CS2 + M              ]  1.71E-24    -2.420       0.0      3.17E+02    -4.300       0.0       2015GLA/MAR7277-7281 / 2015GLA/MAR7277-7281                  300-2800 / 1900-2800 
		
# 3-body reactions without high-pressure rates
# id	# Reactions                         	A_0     	B_0     	C_0        	Ref 		  	    Temp												

1117 [ C2H + M -> C2 + H + M              ]   2.92E+11	-5.160  	57400.0 
1119 [ O + C + M -> CO + M                ]   9.10E-22	-3.100  	2114.0
1121 [ O + N + M -> NO + M                ]	  5.46E-33	 0.	 	 	-155.		1973CAM/GRA607
1123 [ N2H2 + M -> N2H + H + M            ]	  4.32E16	-8.53		36700.		DeanandBozzelli(2000)
1125 [ O + O + M -> O2 + M                ]	  5.21E-35	 0.		   -900.		1986TSA/HAM1087
1127 [ HNCO + M -> H + NCO                ]   1.66E-07    0.        56400.0        1990WU/WAN3344        2120-2570
1129 [ N_2D + M -> N + M                  ]   1.70e-14    0.0        0.0        1999HER1453-1483         200-300
1131 [ H + S2 + M -> HS2 + M              ]	  3.17e-23	-2.84       838.		2002SEN/JAZ2439-2446    873-1423
1133 [ O + S + M -> SO + M                ]   1.50E-34	 0.0        -900.0      Meller(1979)(Moses2002) 
1135 [ HSO + M -> SO + H + M              ]   1.40E-08    0.000     29500.       1994TSU/YOK8419-8423    1100-2000	
1137 [ H + N + M -> NH + M                ]   5.02E-32	 0.000		 0.0        1973BRO663               298
1139 [ S + CO + M -> COS + M              ]   4.47E-34    0.00      1510.0      Tsai2020(reverse_of_COS+MandC_0_from_H2O_recombination) 
		
# special cases
# id	# Reactions 
1141 [  OH + CH3 + M -> CH3OH + M         ]   

# reverse stops
# condensation
1143 [ H2O -> H2O_l_s                     ]
1145 [ H2SO4 -> H2SO4_l                   ]

# photo disscoiation (no reversals!) 		            # use sp to link br_index to RXXX
# id	# Reactions                                     sp		br_index #(starting from 1)			
1147 [ H2O -> H + OH                      ]       		H2O		1			 
1149 [ H2O -> H2 + O_1                    ]              H2O		2	
1151 [ H2O -> H + H + O                   ]              H2O		3      
1153 [ CH4 -> CH3 + H                     ]       		CH4		1     
1155 [ CH4 -> CH2_1 + H2                  ]              CH4		2	
1157 [ CH4 -> CH2_1 + H + H               ]              CH4		3  
1159 [ CH4 -> CH + H2 + H                 ] 				CH4		4
1161 [ CH3 -> CH + H2                     ] 				CH3		1
1163 [ CH3 -> CH2_1 + H                   ]              CH3		2
1165 [ CO -> C + O                        ]				CO		1
1167 [ H2 -> H + H                        ] 				H2		1
1169 [ C2H2 -> C2H + H                    ]				C2H2	1
1171 [ CO2 -> CO + O                      ]				CO2		1
1173 [ CO2 -> CO + O_1                    ]              CO2     2
1175 [ C2H4 -> C2H2 + H2	                 ]				C2H4	1
1177 [ C2H4 -> C2H2 + H + H	             ]				C2H4	2
1179 [ C2H4 -> C2H3 + H		             ]				C2H4	3
1181 [ C2H6 -> C2H4 + H2                  ]				C2H6	1
1183 [ C2H6 -> C2H4 + H + H               ]				C2H6	2
1185 [ C2H6 -> C2H2 + H2 + H2             ]				C2H6	3
1187 [ C2H6 -> CH4 + CH2_1                ]				C2H6	4
1189 [ C2H6 -> CH3 + CH3                  ]              C2H6	5
1191 [ OH -> H + O                        ]              OH      1
1193 [ HCO -> H + CO                      ]              HCO     1
1195 [ H2CO -> H2 + CO                    ]              H2CO    1
1197 [ H2CO -> H + HCO                    ]              H2CO    2
1199 [ O2 -> O + O                        ]              O2      1					
1201 [ O2 -> O + O_1                      ]              O2      2
1203 [ O3 -> O2 + O                       ]              O3      1
1205 [ O3 -> O2 + O_1                     ]              O3      2
1207 [ CH3OH -> CH3 + OH                  ]              CH3OH   1 
1209 [ CH3OH -> H2CO + H2                 ]              CH3OH   2
1211 [ CH3OH -> CH3O + H                  ]              CH3OH   3
1213 [ CH3CHO -> CH4 + CO                 ]              CH3CHO  1
1215 [ CH3CHO -> CH3 + HCO                ]              CH3CHO  2
1217 [ HO2 -> O + OH                      ]              HO2     1
1219 [ H2O2 -> OH + OH                    ]              H2O2    1
1221 [ N2 -> N + N			             ]				N2		1
1223 [ NH3 -> NH2 + H		             ]				NH3		1
1225 [ NH3 -> NH + H + H	                 ]			    NH3		2
1227 [ HCN -> H + CN		                 ]              HCN		1
1229 [ NO  -> N + O                       ]              NO      1
1231 [ NO2 -> NO + O                      ]              NO2     1
1233 [ NO3 -> NO2 + O                     ]              NO3     1
1235 [ NO3 -> NO + O2                     ]              NO3     2
1237 [ N2O -> N2 + O_1                    ]              N2O     1	
1239 [ HNO2 -> NO + OH                    ]              HNO2    1
1241 [ HNO3 -> NO2 + OH                   ]              HNO3    1
1243 [ N2O5 -> NO3 + NO2                  ]              N2O5    1
1245 [ N2O5 -> NO3 + NO + O               ]              N2O5    2
1247 [ N2H4 -> N2H3 + H                   ]              N2H4    1
1249 [ HNCO -> NH + CO                    ]              HNCO    1
1251 [ HNCO -> H + NCO                    ]              HNCO    2
1253 [ SO -> S + O                        ]              SO      1
1255 [ SO2 -> SO + O                      ]              SO2     1
1257 [ SO2 -> S + O2                      ]              SO2     2
1259 [ SH -> H + S                        ]              SH      1
1261 [ H2S -> SH + H                      ]              H2S     1
1263 [ S2 -> S + S                        ]              S2      1
1265 [ COS -> CO + S                      ]              COS     1 
1267 [ CS -> C + S                        ]              CS      1 
1269 [ CS2 -> CS + S                      ]              CS2     1  
1271 [ C4H2 -> C2H2 + C2                  ]             C4H2    1
1273 [ CH2 -> CH + H                      ]             CH2     1
1275 [ C6H6 -> C6H5 + H                   ]             C6H6    1
1277 [ C6H6 -> C3H3 + C3H3                ]             C6H6    2
1279 [ CH3SH -> CH3S + H                  ]             CH3SH   1
1281 [ CH3SH -> CH3 + SH                  ]             CH3SH   2
1283 [ S4 -> S2 + S2                      ]             S4      1
# re_end
